,brand,model,year,Energy,gear_box,Trim,price
10665,MERCEDES,Classe C Cabriolet,2019,Essence,Automatique,200 184ch AMG Line 9G-Tronic Euro6d-T,40979
10666,BMW,X1,2019,Diesel,Automatique,sDrive18dA 150ch xLine Euro6d-T,32999
10667,RENAULT,Megane,2020,Essence,Manuelle,1.3 TCe 140ch FAP Business,18490
10668,PEUGEOT,208,2020,Essence,Manuelle,1.2 PureTech 100ch S&S Allure,19490
10669,MERCEDES,Cla Shooting Brake,2022,Diesel,Automatique,200 d 150ch AMG Line 8G-DCT 8cv,46790
10670,CITROEN,C3,2020,Essence,Manuelle,1.2 PureTech 83ch S&S Shine,17390
10671,DACIA,Duster,2021,Essence,Automatique,1.3 TCe 150ch FAP Prestige 4x2 EDC,21990
10672,CITROEN,C3 Aircross,2019,Essence,Manuelle,PureTech 130ch S&S Shine E6.d-TEMP,18499
10673,FORD,Kuga,2021,Essence,Manuelle,1.5 EcoBoost 150ch ST-Line X,29259
10674,RENAULT,Kadjar,2020,Diesel,Manuelle,1.5 Blue dCi 115ch Intens,22390
10675,RENAULT,Talisman,2021,Diesel,Automatique,2.0 Blue dCi 160ch Intens EDC E6D-Full,26999
10676,MINI,Countryman,2015,Diesel,Automatique,Cooper D 112ch Business Trip BVA,17990
10677,OPEL,Corsa,2021,Essence,Automatique,1.2 Turbo 100ch Ultimate BVA,20499
10678,DACIA,Duster,2016,Diesel,Manuelle,1.5 dCi 110ch SL 10 ans 4X2,14989
10679,BMW,Serie 1,2019,Diesel,Automatique,116dA 116ch M Sport Ultimate 5p Euro6c,28989
10680,DACIA,Duster,2020,Diesel,Manuelle,1.5 Blue dCi 115ch Prestige 4x2 - 20,18490
10681,MINI,Countryman,2017,Essence,Automatique,Cooper S 192ch Red Hot Chili ALL4 BVA,31890
10682,RENAULT,Captur,2019,Diesel,Manuelle,1.5 dCi 90ch energy Intens Euro6c,16990
10683,BMW,Serie 3 Touring,2020,Diesel,Automatique,320dA 190ch Edition Sport,38799
10684,BMW,X2,2018,Diesel,Automatique,sDrive18dA 150ch Business Design Euro6d-T 118g,30990
10685,VOLKSWAGEN,Polo,2022,Essence,Manuelle,1.0 TSI 95ch Life,22690
10686,PEUGEOT,2008,2019,Diesel,Automatique,1.5 BlueHDi 120ch E6.c Allure S&S EAT6,18278
10687,CITROEN,Berlingo,2014,Diesel,Manuelle,20 L1 HDi 90 Business,9999
10688,VOLKSWAGEN,Polo,2021,Essence,Manuelle,1.0 TSI 95ch United Euro6d-T,17990
10689,DS,Ds 7 Crossback,2021,Hybride,Automatique,E-TENSE 4x4 300ch Grand Chic,59490
10690,NISSAN,Qashqai,2021,EssenceM,Manuelle,1.3 Mild Hybrid 140ch N-Connecta,31980
10691,RENAULT,Grand Scenic,2020,Diesel,Manuelle,1.7 Blue dCi 120ch Intens - 21,26490
10692,BMW,X4,2019,Diesel,Automatique,xDrive20d 190ch M Sport Euro6d-T 131g,53890
10693,DS,Ds 7 Crossback,2019,Diesel,Automatique,BlueHDi 180ch Performance Line Automatique 128g,35999
10694,OPEL,Astra,2020,Diesel,Automatique,1.5 D 122ch Elegance BVA 109g,19499
10695,RENAULT,Megane,2020,Diesel,Manuelle,1.5 Blue dCi 115ch Business,16890
10696,RENAULT,Megane,2019,Diesel,Manuelle,1.5 Blue dCi 115ch Business,15490
10697,FORD,Focus Sw,2017,Diesel,Manuelle,1.5 TDCi 95ch Stop&Start business,12999
10698,VOLKSWAGEN,Tiguan,2021,Diesel,Automatique,2.0 TDI 150ch Elegance DSG7,38699
10699,HYUNDAI,Tucson,2019,Diesel,Manuelle,1.6 CRDI 115ch Intuitive,22490
10700,ALPINE,A110,2021,Essence,Automatique,1.8T 252ch Légende - 19,70990
10701,RENAULT,Kadjar,2018,Diesel,Manuelle,1.5 dCi 110ch energy Business eco²,17990
10702,PEUGEOT,3008,2022,Diesel,Automatique,1.5 BlueHDi 130ch S&S Roadtrip EAT8,37200
10703,RENAULT,Arkana,2022,Hybride,Automatique,1.6 E-Tech 145ch Intens -21B,34990
10704,RENAULT,Captur,2021,Hybride,Automatique,1.6 E-Tech hybride 145ch Intens -21,26600
10705,RENAULT,Clio,2021,Essence,Manuelle,1.0 TCe 90ch Intens -21N,18990
10706,RENAULT,Koleos,2017,Diesel,Manuelle,2.0 dCi 175ch energy Zen 4x4,21490
10707,PEUGEOT,3008,2019,Diesel,Automatique,1.5 BlueHDi 130ch E6.c Active Business S&S EAT8,24499
10708,CITROEN,C4 Cactus,2016,Essence,Automatique,PureTech 82 Feel S&S,11090
10709,NISSAN,Qashqai,2022,EssenceM,Manuelle,1.3 Mild Hybrid 140ch Business Edition,32990
10710,PEUGEOT,308 Sw,2022,Essence,Automatique,1.2 PureTech 130ch S&S GT EAT8,32790
10711,RENAULT,Grand Scenic,2017,Diesel,Manuelle,1.6 dCi 130ch Energy Business 7 places,18990
10712,RENAULT,Kadjar,2021,Diesel,Automatique,1.5 Blue dCi 115ch Business EDC - 21,23980
10713,RENAULT,Clio,2021,Essence,Manuelle,1.0 TCe 90ch Limited -21,18990
10714,RENAULT,Captur,2019,Diesel,Manuelle,1.5 dCi 90ch energy Intens Euro6c,16990
10715,PEUGEOT,2008,2022,Diesel,Manuelle,1.5 BlueHDi 110ch S&S Style,25390
10716,CITROEN,C3,2022,Essence,Manuelle,1.2 PureTech 83ch S&S Shine,17690
10717,BMW,X3,2018,Diesel,Automatique,xDrive20dA 190ch Business Design Euro6c,39990
10718,TOYOTA,C-Hr,2020,Hybride,Automatique,184h Collection 2WD E-CVT MY20,29390
10719,OPEL,Crossland X,2021,Essence,Manuelle,1.2 Turbo 130ch GS Line,22480
10720,VOLKSWAGEN,Golf,2018,Diesel,Manuelle,2.0 TDI 150ch FAP Carat 5p,21990
10721,PEUGEOT,308,2018,Diesel,Automatique,1.5 BlueHDi 130ch S&S Allure Business EAT8,16599
10722,PEUGEOT,208,2017,Diesel,Manuelle,1.6 BlueHDi 75ch Style 5p,10690
10723,MERCEDES,Classe A,2021,Diesel,Automatique,180d 116ch AMG Line 8G-DCT,35400
10724,AUDI,Tt,2019,Essence,Automatique,45 TFSI 245ch S tronic 7,41999
10725,BMW,X1,2014,Diesel,Automatique,sDrive20dA 184ch xLine,20990
10726,RENAULT,Clio,2020,Essence,Manuelle,1.0 TCe 100ch Business - 20,16480
10727,PEUGEOT,308,2022,Diesel,Manuelle,1.5 BlueHDi 130ch S&S Active Pack,31200
10728,MINI,Mini,2018,Essence,Manuelle,Cooper 136ch Euro6d-T,18900
10729,AUDI,A4,2013,Diesel,Automatique,2.0 TDI 143ch DPF Ambiente Multitronic,13990
10730,SEAT,Ateca,2017,Essence,Manuelle,1.4 EcoTSI 150ch ACT Start&Stop Style,20490
10731,PEUGEOT,2008,2022,Electrique,Automatique,e-2008 136ch Allure Pack,32499
10732,AUDI,A4 Avant,2018,Diesel,Automatique,2.0 TDI 150ch Edition S tronic 7,28990
10733,NISSAN,Townstar Combi,2022,Essence,Manuelle,1.3 TCe 130ch N-Connecta,25590
10734,PEUGEOT,308 Sw,2022,HybrideR,Automatique,PHEV 180ch Allure Pack e-EAT8,42990
10735,CITROEN,C3,2018,Diesel,Manuelle,BlueHDi 100ch Shine S&S,13990
10736,PEUGEOT,508 Sw,2021,Diesel,Automatique,BlueHDi 130ch S&S Allure Pack EAT8,31990
10737,NISSAN,Juke,2018,Essence,Manuelle,1.2 DIG-T 115ch N-Connecta 2018,15990
10738,AUDI,A1,2014,Essence,Manuelle,1.2 TFSI 86ch S line,12790
10739,CITROEN,C4 Cactus,2019,Essence,Manuelle,PureTech 110ch S&S Shine E6.d,17790
10740,DS,Ds 7 Crossback,2019,Diesel,Automatique,BlueHDi 180ch Executive Automatique 128g,32990
10741,PEUGEOT,207 Cc,2013,Essence,Manuelle,1.6 VTi 16v Série 64,9790
10742,OPEL,Adam,2019,Essence,Manuelle,1.4 Twinport 87ch Unlimited Start/Stop,11990
10743,BMW,X4,2019,Diesel,Automatique,xDrive30d 265ch M Sport X Euro6d-T,46900
10744,TOYOTA,Yaris,2019,Essence,Manuelle,70 VVT-i France 5p MY19,11990
10745,BMW,X1,2022,EssenceM,Automatique,xDrive23i 218ch,64990
10746,FIAT,500,2018,Essence,Manuelle,1.2 8v 69ch Lounge,12990
10747,OPEL,Adam,2019,Essence,Manuelle,1.4 Twinport 87ch Unlimited Start/Stop,12790
10748,PEUGEOT,Partner,2019,Diesel,Manuelle,Standard 1.6 BlueHDi 100ch Premium Pack,20899
10749,RENAULT,Megane,2021,Diesel,Automatique,1.5 Blue dCi 115ch Business EDC -21B,20990
10750,PEUGEOT,Expert,2019,Diesel,Manuelle,Standard 2.0 BlueHDi 120ch Premium Pack S&S,19999
10751,RENAULT,Master,2018,Diesel,Manuelle,F3500 L3 2.3 dCi 145ch energy Double Cabine Confort Euro6,20980
10752,RENAULT,Zoe,2019,Electrique,Automatique,Life charge normale R90 MY19,13990
10753,DACIA,Duster,2020,Diesel,Manuelle,1.5 Blue dCi 115ch Prestige 4x2 E6U,19690
10754,HYUNDAI,Kona,2022,Hybride,Automatique,1.6 GDi hybrid 141ch Intuitive DCT-6,27490
10755,PEUGEOT,208,2021,Essence,Manuelle,1.2 PureTech 75ch S&S Active Business 118g,15799
10756,RENAULT,Captur,2022,Hybride,Automatique,1.6 E-Tech hybride 145ch Intens -21,31490
10757,RENAULT,Captur,2019,Essence,Manuelle,0.9 TCe 90ch Business - 19,16290
10758,MERCEDES,Classe A,2021,Essence,Automatique,200 163ch AMG Line 7G-DCT 9cv,38480
10759,PEUGEOT,508,2020,Diesel,Automatique,BlueHDi 130ch S&S Allure EAT8 7cv,27990
10760,LEXUS,Nx,2019,Hybride,Automatique,300h 4WD Pack Business Euro6d-T,30990
10761,DACIA,Sandero,2020,Essence,Manuelle,1.0 SCe 75ch Urban Stepway - 20,11990
10762,RENAULT,Megane Estate,2017,Diesel,Manuelle,1.6 dCi 130ch energy Intens,14990
10763,CITROEN,Berlingo Van,2020,Diesel,Manuelle,XL BlueHDi 100 S&S Cabine Approfondie Control,17690
10764,OPEL,Corsa,2022,Essence,Manuelle,1.2 Turbo 100ch Edition,20950
10765,RENAULT,Twingo,2021,Essence,Manuelle,1.0 SCe 65ch Zen - 21,12990
10766,MINI,Mini,2016,Diesel,Manuelle,Cooper D 116ch Chili,18982
10767,CITROEN,Berlingo Van,2022,Diesel,Manuelle,M 650kg BlueHDi 100 S&S Driver,26899
10768,FORD,Mustang Mach-E,2022,Electrique,Automatique,Extended Range 99kWh 294ch 7cv,71999
10769,RENAULT,Twingo,2018,Essence,Manuelle,1.0 SCe 70ch Intens Euro6C,10379
10770,AUDI,A5 Sportback,2020,Diesel,Automatique,40 TDI 190ch S line S tronic 7,47990
10771,CITROEN,C3 Aircross,2018,Diesel,Manuelle,BlueHDi 100ch Shine,14980
10772,HYUNDAI,I30,2019,Essence,Manuelle,1.0 T-GDi 120ch N Line Euro6d-T EVAP,18950
10773,TOYOTA,Yaris,2018,Hybride,Automatique,100h France Business 5p RC18,16690
10774,RENAULT,Megane Estate,2019,Diesel,Manuelle,1.5 Blue dCi 115ch Business,17980
10775,MERCEDES,Eqa,2021,Electrique,Automatique,250 190ch Limited Edition,54990
10776,RENAULT,Captur,2019,Essence,Manuelle,0.9 TCe 90ch Intens - 19,15980
10777,DS,Ds 4 Crossback,2016,Essence,Manuelle,PureTech 130 Sport Chic S&S,14480
10778,RENAULT,Clio,2021,Essence,Manuelle,1.3 TCe 140ch Lutecia -21N,21790
10779,RENAULT,Kadjar,2021,Essence,Manuelle,1.3 TCe 140ch FAP Intens - 21,23990
10780,MINI,Mini,2016,Essence,Manuelle,Cooper S 192ch,19900
10781,FORD,Puma,2020,EssenceM,Manuelle,1.0 EcoBoost 125ch mHEV Titanium,21489
10782,CITROEN,C-Zero,2020,Electrique,Automatique,Confort,12990
10783,PEUGEOT,208,2020,Diesel,Manuelle,1.5 BlueHDi 100ch S&S Active,15390
10784,FIAT,Tipo,2017,Diesel,Manuelle,1.3 MultiJet 95ch Easy S/S 5p,13299
10785,CITROEN,C5 Aircross,2020,Diesel,Automatique,BlueHDi 130ch S&S Shine Pack EAT8 E6.d,31900
10786,FIAT,500x,2018,Diesel,Manuelle,1.3 Multijet 16v 95ch Club,14490
10787,TOYOTA,Yaris,2019,Essence,Manuelle,70 VVT-i Design Y20 5p RC19,14990
10788,CITROEN,C5 Aircross,2022,Diesel,Automatique,BlueHDi 130ch S&S Shine EAT8,34999
10789,OPEL,Corsa,2021,Essence,Manuelle,1.2 Turbo 100ch Edition,18490
10790,PEUGEOT,208,2019,Diesel,Manuelle,1.5 BlueHDi 100ch E6.c Signature BVM5 5p,13590
10791,OPEL,Combo Life,2021,Diesel,Manuelle,L1H1 1.5 D 100ch Edition BVM6,23980
10792,PEUGEOT,3008,2021,Hybride,Automatique,HYBRID4 300ch GT e-EAT8,39500
10793,PEUGEOT,2008,2016,Diesel,Manuelle,1.6 BlueHDi 100ch Urban Cross S&S,13590
10794,RENAULT,Captur,2021,HybrideR,Automatique,1.6 E-Tech Plug-in 160ch Initiale Paris,31990
10795,RENAULT,Clio,2019,Diesel,Manuelle,1.5 dCi 75ch energy Business Réversible E6C,10490
10796,RENAULT,Zoe,2015,Electrique,Automatique,Zen charge normale,8990
10797,AUDI,Q3 Sportback,2021,Diesel,Automatique,35 TDI 150ch S line S tronic 7,47499
10798,PORSCHE,Macan,2015,Diesel,Automatique,3.0 V6 258ch S Diesel PDK,49900
10799,FIAT,Fullback,2018,Diesel,Manuelle,2.4 D 150ch Double Cabine Adventure Pack Professional Stop&Start MY17,23900
10800,VOLKSWAGEN,Golf,2021,Diesel,Automatique,2.0 TDI SCR 150ch R-Line 1st DSG7,32960
10801,CITROEN,C3,2021,Diesel,Manuelle,1.5 BlueHDi 100ch S&S Feel Business E6.d,18480
10802,PEUGEOT,508,2016,Diesel,Automatique,2.0 BlueHDi 180ch FAP Allure EAT6,14900
10803,RENAULT,Megane Estate,2017,Diesel,Manuelle,1.5 dCi 110ch energy Business,16990
10804,DS,Ds 4,2016,Diesel,Manuelle,BlueHDi 120ch Be Chic S&S,12792
10805,MERCEDES,Eqc,2020,Electrique,Automatique,400 408ch Edition 1886 4Matic,65999
10806,BMW,Serie 4 Cabriolet,2015,Diesel,Automatique,420dA 184ch M Sport,26490
10807,RENAULT,Grand Scenic,2021,Essence,Manuelle,1.3 TCe 140ch Intens - 21,25490
10808,KIA,Xceed,2021,Diesel,Manuelle,1.6 CRDI 136ch MHEV Active Business 2021,26490
10809,PEUGEOT,5008,2021,Diesel,Manuelle,1.5 BlueHDi 130ch S&S Allure,34999
10810,PEUGEOT,108,2021,Essence,Manuelle,VTi 72 Style S&S 4cv 5p,12990
10811,RENAULT,Clio,2020,Diesel,Manuelle,1.5 Blue dCi 85ch Business,15990
10812,MAZDA,Cx-5,2018,Diesel,Automatique,2.2 SKYACTIV-D 150 Dynamique 4x2 BVA,23990
10813,CITROEN,C4,2022,Essence,Automatique,PureTech 130ch S&S Shine EAT8,27990
10814,PEUGEOT,208,2020,Essence,Manuelle,1.2 PureTech 75ch S&S Active Business 118g,17499
10815,CITROEN,C3 Aircross,2022,Diesel,Automatique,BlueHDi 120ch S&S Shine EAT6,27998
10816,CITROEN,Jumpy,2022,Diesel,Manuelle,M 1.5 BlueHDi 100ch S&S Club,29480
10817,OPEL,Combo Life,2021,Diesel,Manuelle,L1H1 1.5 D 100ch Edition BVM6,23980
10818,TOYOTA,Prius,2009,Hybride,Automatique,136h Dynamic 15,12390
10819,CITROEN,C4 Picasso,2017,Diesel,Manuelle,BlueHDi 120ch Shine S&S,16490
10820,RENAULT,Clio,2021,Essence,Manuelle,1.0 TCe 90ch Intens -21N,19490
10821,CITROEN,C4 Cactus,2020,Essence,Manuelle,PureTech 110ch S&S Feel E6.d 6cv,19899
10822,RENAULT,Captur,2017,Diesel,Manuelle,1.5 dCi 110ch Crossborder,14699
10823,FORD,S-Max,2020,Diesel,Automatique,2.0 EcoBlue 190ch Vignale BVA8,34990
10824,RENAULT,Kangoo Express,2019,Diesel,Manuelle,1.5 Blue dCi 95ch Grand Confort,13990
10825,CITROEN,C4 Cactus,2019,Diesel,Manuelle,BlueHDi 100ch S&S Feel Business E6.d-TEMP,12599
10826,TOYOTA,Rav4,2020,Hybride,Automatique,Hybride 222ch Collection AWD-i,36990
10827,VOLKSWAGEN,T-Cross,2022,Essence,Automatique,1.0 TSI 110ch Active DSG7,25999
10828,FORD,Focus Sw,2019,Diesel,Manuelle,1.5 EcoBlue 120ch Titanium,21480
10829,OPEL,Corsa,2017,Diesel,Manuelle,1.3 CDTI 95ch ecoFLEX Start/Stop Pack Clim + Réversible 5p,10898
10830,MERCEDES,Gla,2021,HybrideR,Automatique,250 e 160+102ch Progressive Line 8G-DCT,45290
10831,AUDI,A3 Sportback,2020,HybrideR,Automatique,40 e-tron 204ch S tronic 6 Euro6d-T,39999
10832,PEUGEOT,2008,2018,Essence,Manuelle,1.2 PureTech 82ch E6.c Allure,14790
10833,NISSAN,Qashqai,2022,EssenceM,Manuelle,1.3 Mild Hybrid 140ch N-Connecta 2022,33990
10834,NISSAN,Nv300,2021,Diesel,Automatique,L2H1 3t0 2.0 dCi 145ch S/S Optima DCT,25780
10835,CITROEN,C3,2019,Essence,Manuelle,PureTech 82ch Shine S&S E6.d,15280
10836,VOLKSWAGEN,Golf,2018,Diesel,Automatique,2.0 TDI 150ch FAP Confortline Business DSG7 5p,20890
10837,PEUGEOT,208,2021,Diesel,Manuelle,1.5 BlueHDi 100ch S&S GT,22980
10838,PEUGEOT,Boxer,2019,Diesel,Manuelle,333 L3H2 2.0 BlueHDi 130 Premium,24990
10839,LEXUS,Ux,2021,Hybride,Automatique,250h 2WD F SPORT Executive MY21,46980
10840,PEUGEOT,Ion,2015,Electrique,Automatique,Electrique Active,9799
10841,RENAULT,Kadjar,2022,Diesel,Automatique,1.5 Blue dCi 115ch Intens EDC - 21,30990
10842,BMW,X2,2018,Diesel,Manuelle,sDrive18d 150ch Business Design Euro6d-T 119g,21790
10843,RENAULT,Megane,2021,Diesel,Manuelle,1.5 Blue dCi 115ch Intens,19900
10844,PEUGEOT,3008,2022,Diesel,Automatique,1.5 BlueHDi 130ch S&S Allure Pack EAT8,36390
10845,DACIA,Sandero,2018,Essence,Manuelle,0.9 TCe 90ch Advance Euro6c,12490
10846,RENAULT,Arkana,2021,Hybride,Automatique,1.6 E-Tech 145ch Intens -21B,28988
10847,VOLKSWAGEN,Tiguan,2017,Diesel,Automatique,2.0 TDI 150ch BlueMotion Technology Carat DSG7,28590
10848,CITROEN,C3 Aircross,2019,Essence,Automatique,PureTech 110ch S&S Shine EAT6 E6.d-TEMP 114g,20698
10849,FORD,Transit 2t,2019,Diesel,Manuelle,P350 L4 RJ HD 2.0 EcoBlue 170ch S&S Trend,35990
10850,OPEL,Grandland X,2019,Essence,Manuelle,1.2 Turbo 130ch Ultimate,21390
10851,FORD,Fiesta,2021,Essence,Manuelle,1.0 EcoBoost 95ch Titanium X 5p,18590
10852,DACIA,Sandero,2021,Essence,Automatique,0.9 TCe 90ch Stepway Easy-R,17980
10853,VOLKSWAGEN,Polo,2022,Essence,Manuelle,1.0 TSI 95ch Life,22690
10854,RENAULT,Clio,2019,Diesel,Manuelle,1.5 dCi 90ch energy Intens 5p Euro6c,13290
10855,PEUGEOT,3008,2017,Diesel,Manuelle,1.6 BlueHDi 120ch Allure Business S&S Basse Consommation,19780
10856,AUDI,Q5,2017,Diesel,Automatique,2.0 TDI 163ch Design quattro S tronic 7,34997
10857,HYUNDAI,I30 Sw,2016,Diesel,Manuelle,1.6 CRDi 110ch Blue Drive UEFA EURO 2016,15490
10858,RENAULT,Arkana,2021,Hybride,Automatique,1.6 E-Tech 145ch Intens -21B,35990
10859,PEUGEOT,2008,2022,Electrique,Automatique,e-2008 136ch Active Pack,37853
10860,CITROEN,C3,2019,Essence,Manuelle,PureTech 82ch Feel Business S&S E6.d,12280
10861,RENAULT,Scenic,2021,Diesel,Manuelle,1.7 Blue dCi 120ch Business - 21,23490
10862,RENAULT,Captur,2017,Essence,Manuelle,0.9 TCe 90ch energy Life,13980
10863,RENAULT,Megane,2020,Diesel,Manuelle,1.5 Blue dCi 115ch Business,15900
10864,RENAULT,Twingo,2018,Essence,Manuelle,1.0 SCe 70ch Life Euro6c,10780
10865,TOYOTA,Yaris,2020,Essence,Manuelle,110 VVT-i France Connect 5p MY19,15680
10866,RENAULT,Clio,2020,Diesel,Manuelle,1.5 Blue dCi 85ch Business,17490
10867,BMW,X3,2019,Diesel,Automatique,xDrive20dA 190ch Business Design Euro6c,42900
10868,PEUGEOT,208,2021,Electrique,Automatique,e-208 136ch Active Business,27299
10869,KIA,Ceed Sw,2020,Essence,Manuelle,1.0 T-GDI 100ch Active MY20,17490
10870,TOYOTA,Corolla,2021,Hybride,Automatique,122h Design MY21,25290
10871,RENAULT,Clio Estate,2018,Diesel,Manuelle,1.5 dCi 90ch energy Intens Euro6c,13190
10872,CITROEN,Berlingo Van,2019,Diesel,Manuelle,M 650kg BlueHDi 100 S&S Club BVM5,19990
10873,RENAULT,Twingo,2019,Essence,Manuelle,1.0 SCe 70ch Zen Euro6c,10880
10874,VOLKSWAGEN,Crafter,2019,Diesel,Manuelle,35 L3H3 2.0 TDI 140ch Business Line Traction,31990
10875,RENAULT,Captur,2021,EssenceM,Automatique,1.3 TCe 140ch FAP Intens EDC -21,22490
10876,MERCEDES,Classe A,2018,Diesel,Automatique,180 d 116ch Progressive Line 7G-DCT,26499
10877,NISSAN,Juke,2022,Hybride,Automatique,1.6 Hybrid 145ch Tekna 2022.5,30990
10878,OPEL,Mokka X,2017,Essence,Automatique,1.4 Turbo 152ch Elite 4x4 BVA,17480
10879,MAZDA,Mazda3,2018,Diesel,Automatique,2.2 SKYACTIV-D 150 Dynamique BVA,16990
10880,VOLKSWAGEN,Golf,2021,HybrideR,Automatique,1.4 eHybrid 245ch GTE DSG6,38990
10881,RENAULT,Clio,2019,Diesel,Manuelle,1.5 Blue dCi 85ch Zen,13480
10882,BMW,Serie 5,2019,Diesel,Automatique,518dA 150ch Luxury Euro6d-T,25900
10883,CITROEN,C3,2019,Essence,Manuelle,PureTech 82ch Graphic S&S E6.d,13490
10884,SEAT,Arona,2020,Gnv,Manuelle,1.0 TGI 90ch GNV Start/Stop Xcellence,16999
10885,CITROEN,C3 Aircross,2022,Diesel,Manuelle,BlueHDi 110ch S&S C-Series 2022,24590
10886,RENAULT,Clio,2020,Diesel,Manuelle,1.5 Blue dCi 85ch Air,12990
10887,FORD,Fiesta,2019,Essence,Manuelle,1.1 85ch Business Nav 5p Euro6.2,13990
10888,JAGUAR,E-Pace,2021,DieselM,Automatique,D165 MHEV BVA AWD,46980
10889,RENAULT,Megane Estate,2020,Diesel,Manuelle,1.5 Blue dCi 115ch Business - 20,18990
10890,PEUGEOT,2008,2021,Essence,Automatique,1.2 PureTech 130ch S&S Allure Pack EAT8,28990
10891,LAND-ROVER,Range Rover Evoque,2016,Diesel,Manuelle,2.0 eD4 150 SE Dynamic 4x2 Mark III e-Capability,22490
10892,RENAULT,Arkana,2022,EssenceM,Automatique,1.3 TCe 140ch FAP Zen EDC,29980
10893,PEUGEOT,208,2019,Diesel,Manuelle,1.5 BlueHDi 100ch E6.c Signature BVM5 86g 5p,15900
10894,JAGUAR,Xf,2016,Diesel,Automatique,2.0D 180ch Prestige AWD BVA,25990
10895,RENAULT,Arkana,2022,Hybride,Automatique,1.6 E-Tech 145ch Intens -21B,31290
10896,BMW,Serie 5,2019,Diesel,Automatique,520dA xDrive 190ch Business Design Euro6d-T,37900
10897,CITROEN,C3 Picasso,2016,Essence,Manuelle,PureTech 110 Feel Edition,10480
10898,PEUGEOT,3008,2018,Diesel,Automatique,1.5 BlueHDi 130ch E6.c GT Line S&S EAT8,27983
10899,FORD,Fiesta,2020,Diesel,Manuelle,1.5 TDCi 85ch Cool & Connect 3p,13990
10900,AUDI,A3 Sportback,2021,HybrideR,Automatique,40 TFSI e 204ch Design Luxe S tronic 6,38980
10901,MINI,Countryman,2018,Essence,Manuelle,One 102ch Euro6d-T,21990
10902,PEUGEOT,2008,2019,Essence,Manuelle,1.2 PureTech 110ch E6.c Signature S&S 5cv,17998
10903,BMW,Ix,2021,Electrique,Automatique,xDrive40 326ch,97990
10904,PEUGEOT,2008,2016,Diesel,Manuelle,1.6 BlueHDi 100ch Active,10980
10905,MINI,Clubman,2019,Essence,Manuelle,One 102ch,19900
10906,RENAULT,Zoe,2021,Electrique,Automatique,Intens charge normale R110 - 21,24999
10907,SMART,Forfour,2022,Electrique,Automatique,Electrique 82ch Prime,23590
10908,BMW,X1,2021,Essence,Automatique,sDrive18iA 136ch M Sport DKG7,37690
10909,FORD,Transit 2t,2018,Diesel,Manuelle,P350 L3 RJ HD 2.0 EcoBlue 170ch Trend,32890
10910,RENAULT,Clio,2019,Diesel,Manuelle,1.5 dCi 90ch energy Intens 5p Euro6c,13980
10911,RENAULT,Megane,2021,Diesel,Manuelle,1.5 Blue dCi 115ch Intens,19290
10912,PEUGEOT,208,2019,Essence,Manuelle,1.2 PureTech 82ch E6.c Signature 5p,13480
10913,SEAT,Ibiza,2020,Essence,Manuelle,1.0 EcoTSI 95ch Start/Stop Urban,16499
10914,NISSAN,X-Trail,2017,Diesel,Automatique,1.6 dCi 130ch Tekna Xtronic Euro6 7 places,19990
10915,PEUGEOT,308,2021,Diesel,Manuelle,1.5 BlueHDi 130ch S&S Allure Pack,23099
10916,CITROEN,C3 Aircross,2022,Diesel,Automatique,BlueHDi 120ch S&S Shine EAT6,27999
10917,RENAULT,Kadjar,2022,Diesel,Automatique,1.5 Blue dCi 115ch Techno EDC,35990
10918,TOYOTA,C-Hr,2019,Hybride,Automatique,122h Graphic 2WD E-CVT RC18,25990
10919,PEUGEOT,308,2018,Diesel,Automatique,1.5 BlueHDi 130ch S&S Active Business EAT8,15990
10920,MERCEDES,Glc,2022,Diesel,Automatique,220 d 194ch AMG Line 4Matic 9G-Tronic,67890
10921,PEUGEOT,2008,2022,Diesel,Manuelle,1.5 BlueHDi 110ch S&S Roadtrip,28990
10922,PEUGEOT,308,2019,Essence,Manuelle,1.2 PureTech 110ch E6.c S&S Allure,18890
10923,CITROEN,C1,2022,Essence,Manuelle,VTi 72 S&S Millenium 5p E6.d,13870
10924,RENAULT,Captur,2021,EssenceM,Manuelle,1.3 TCe 140ch FAP Intens,23675
10925,OPEL,Adam,2018,Essence,Manuelle,1.4 Twinport 87ch Unlimited Start/Stop,12290
10926,PEUGEOT,208,2022,Essence,Manuelle,1.2 PureTech 75ch S&S Like 2022,17990
10927,CITROEN,C3 Aircross,2022,Diesel,Manuelle,BlueHDi 110ch S&S Shine,23876
10928,BMW,Serie 1,2021,Diesel,Automatique,118dA 150ch M Sport 8cv,36490
10929,NISSAN,Qashqai,2019,Diesel,Manuelle,1.5 dCi 115ch Tekna 2019,20990
10930,MINI,Countryman,2018,Essence,Automatique,Cooper 136ch BVA7 Euro6d-T,25999
10931,BMW,X4,2019,Diesel,Automatique,xDrive20d 190ch Business Design Euro6c,40499
10932,MERCEDES,Classe B,2022,Diesel,Automatique,200d 150ch AMG Line Edition 8G-DCT 8cv,43690
10933,RENAULT,Grand Scenic,2021,Diesel,Manuelle,1.7 Blue dCi 120ch Business 7 places,23990
10934,RENAULT,Megane,2016,Diesel,Automatique,1.5 dCi 110ch energy Business EDC,14690
10935,PEUGEOT,2008,2021,Essence,Manuelle,1.2 PureTech 130ch S&S Allure Pack,26999
10936,RENAULT,Zoe,2021,Electrique,Automatique,Intens charge normale R110 Achat Intégral - 21,30990
