brand,model,year,energy,gear_box,trim,price
PEUGEOT,208,2019,Essence,Manuelle,1.2 PureTech 82ch S&S BVM5 Signature 5p,13 990 €
PEUGEOT,208,2021,Essence,Manuelle,1.2 PureTech 100ch S&S Active Business,17 490 €
PEUGEOT,308,2019,Diesel,Manuelle,1.5 BlueHDi 100ch E6.c S&S Allure,18 490 €
DACIA,Duster,2019,Diesel,Manuelle,1.5 Blue dCi 115ch Prestige 4x2,18 990 €
RENAULT,Clio,2021,Essence,Manuelle,1.0 TCe 90ch Intens -21N,18 990 €
PEUGEOT,208,2021,Essence,Manuelle,1.2 PureTech 100ch S&S Allure Pack 118g,22 499 €
PEUGEOT,2008,2019,Essence,Automatique,1.2 PureTech 110ch E6.c GT Line S&S EAT6,18 980 €
PEUGEOT,308,2020,Diesel,Automatique,1.5 BlueHDi 130ch S&S GT Line EAT8 7cv,27 883 €
RENAULT,Kadjar,2020,Diesel,Automatique,1.5 Blue dCi 115ch Intens EDC,23 490 €
RENAULT,Captur,2021,Gpl,Manuelle,1.0 TCe 100ch Zen GPL - 21,20 990 €
RENAULT,Captur,2019,Essence,Manuelle,1.3 TCe 130ch FAP Intens,15 990 €
RENAULT,Clio,2021,Diesel,Manuelle,1.5 Blue dCi 85ch Intens,19 990 €
PEUGEOT,2008,2021,Essence,Manuelle,1.2 PureTech 130ch S&S Allure Pack,25 380 €
DS,Ds 7 Crossback,2022,Diesel,Automatique,BlueHDi 130ch Rivoli Automatique,47 799 €
RENAULT,Kadjar,2019,Essence,Manuelle,1.3 TCe 140ch FAP Wave,19 490 €
VOLKSWAGEN,Polo,2022,Essence,Manuelle,1.0 TSI 95ch Life,22 999 €
DACIA,Duster,2022,Essence,Manuelle,1.3 TCe 130ch FAP Confort 4x2,21 990 €
RENAULT,Megane,2021,Diesel,Manuelle,1.5 Blue dCi 115ch Intens -21N,23 480 €
PEUGEOT,208,2021,Essence,Automatique,1.2 PureTech 100ch S&S Allure Pack EAT8,22 990 €
RENAULT,Clio,2021,Essence,Manuelle,1.0 TCe 90ch Business -21N,17 980 €
PEUGEOT,2008,2017,Essence,Automatique,1.2 PureTech 110ch Allure S&S EAT6,17 780 €
RENAULT,Clio,2019,Diesel,Manuelle,1.5 Blue dCi 85ch Zen,13 450 €
PEUGEOT,2008,2020,Essence,Manuelle,1.2 PureTech 100ch S&S Active Business 5cv,20 999 €
RENAULT,Captur,2021,Essence,Manuelle,1.0 TCe 90ch Intens -21,22 490 €
RENAULT,Twingo,2021,Essence,Manuelle,1.0 SCe 65ch Zen E6D-Full,13 490 €
RENAULT,Twingo,2021,Essence,Manuelle,1.0 SCe 65ch Zen - 21,11 290 €
CITROEN,C3,2019,Essence,Manuelle,PureTech 82ch Origins S&S E6.d,13 490 €
RENAULT,Kadjar,2020,Diesel,Manuelle,1.5 Blue dCi 115ch Business,22 290 €
RENAULT,Clio,2019,Diesel,Manuelle,1.5 Blue dCi 85ch Business,13 500 €
DS,Ds 7 Crossback,2020,HybrideR,Automatique,E-TENSE 4x4 300ch Grand Chic,61 899 €
PEUGEOT,208,2020,Essence,Manuelle,1.2 PureTech 100ch S&S GT Line,21 990 €
RENAULT,Twingo,2020,Essence,Manuelle,0.9 TCe 95ch Zen,11 490 €
PEUGEOT,208,2021,Essence,Automatique,1.2 PureTech 130ch S&S Allure Pack EAT8,23 680 €
CITROEN,C3 Aircross,2018,Diesel,Manuelle,BlueHDi 100ch Feel,13 990 €
PEUGEOT,308,2020,Diesel,Automatique,1.5 BlueHDi 130ch S&S Allure EAT8 7cv,24 390 €
DACIA,Duster,2019,Diesel,Manuelle,1.5 Blue dCi 115ch Prestige 4x4,19 900 €
PEUGEOT,208,2019,Essence,Manuelle,1.2 PureTech 82ch E6.c Active 5p,13 790 €
RENAULT,Kadjar,2018,Essence,Manuelle,1.2 TCe 130ch energy Life,15 990 €
RENAULT,Megane,2021,Diesel,Manuelle,1.5 Blue dCi 115ch Business -21B,18 980 €
PEUGEOT,3008,2022,Hybride,Automatique,HYBRID 225ch Allure Pack e-EAT8,39 890 €
NISSAN,Qashqai,2019,Diesel,Manuelle,1.7 dCi 150ch N-Connecta Euro6d-T,22 490 €
RENAULT,Kadjar,2020,Diesel,Manuelle,1.5 Blue dCi 115ch Intens 135g EDC,24 500 €
PEUGEOT,208,2018,Essence,Manuelle,1.2 PureTech 68ch E6.c Like 5p,11 683 €
PEUGEOT,2008,2019,Essence,Manuelle,1.2 PureTech 82ch E6.c Active S&S,15 490 €
MINI,Mini,2021,Essence,Automatique,Cooper 136ch Essential BVA7,31 990 €
NISSAN,Qashqai,2018,Diesel,Manuelle,1.5 DCI 110ch Tekna,19 990 €
PEUGEOT,2008,2019,Essence,Manuelle,1.2 PureTech 130ch E6.c GT Line S&S,17 882 €
RENAULT,Clio,2016,Diesel,Manuelle,1.5 dCi 90ch energy Air eco² 82g,8 980 €
DS,Ds 7 Crossback,2021,Diesel,Automatique,BlueHDi 130ch Performance Line Automatique,39 490 €
RENAULT,Clio,2020,Essence,Manuelle,1.0 TCe 100ch Business,15 200 €
PEUGEOT,2008,2019,Essence,Manuelle,1.2 PureTech 130ch E6.c GT Line S&S,19 499 €
PEUGEOT,208,2018,Essence,Manuelle,1.2 PureTech 82ch E6.c Signature 5p,12 799 €
RENAULT,Megane,2018,Diesel,Manuelle,1.5 dCi 110ch energy Business,16 990 €
RENAULT,Clio,2019,Essence,Manuelle,1.0 TCe 100ch Intens,16 990 €
PEUGEOT,308,2018,Essence,Manuelle,1.2 PureTech 110ch E6.c S&S Active 108g,17 899 €
PEUGEOT,2008,2019,Diesel,Manuelle,1.5 BlueHDi 100ch E6.c GT Line S&S BVM5 86g,16 990 €
PEUGEOT,3008,2021,Diesel,Automatique,1.5 BlueHDi 130ch S&S GT Line EAT8,36 299 €
RENAULT,Clio,2021,Gpl,Manuelle,1.0 TCe 100ch Intens GPL -21,16 990 €
PEUGEOT,3008,2020,Diesel,Automatique,1.5 BlueHDi 130ch E6.c Active Business S&S EAT8,18 800 €
DACIA,Duster,2018,Diesel,Manuelle,1.5 Blue dCi 115ch Confort 4x2,15 990 €
PORSCHE,Panamera,2021,HybrideR,Automatique,3.0 V6 560ch 4S E-Hybrid,159 900 €
RENAULT,Megane,2017,Diesel,Manuelle,1.6 dCi 130ch energy Zen,15 690 €
RENAULT,Kadjar,2021,Diesel,Automatique,1.5 Blue dCi 115ch Intens EDC - 21,26 990 €
CITROEN,C4,2021,Diesel,Automatique,BlueHDi 130ch S&S Feel Pack EAT8,27 780 €
BMW,Serie 1,2021,Diesel,Automatique,118dA 150ch Edition Sport 8cv,35 900 €
PEUGEOT,308,2021,Essence,Manuelle,1.2 PureTech 110ch S&S Style,18 900 €
KIA,Xceed,2020,Diesel,Manuelle,1.6 CRDI 136ch Launch Edition,23 990 €
PEUGEOT,508 Sw,2021,HybrideR,Automatique,HYBRID 225ch Allure Business e-EAT8,34 990 €
PEUGEOT,308,2021,Essence,Manuelle,1.2 PureTech 110ch S&S Active Pack,21 480 €
TOYOTA,Rav4,2019,Hybride,Automatique,Hybride 218ch Lounge 2WD,36 990 €
RENAULT,Captur,2020,Essence,Manuelle,1.0 TCe 90ch Intens,16 990 €
PEUGEOT,308,2022,Diesel,Manuelle,1.5 BlueHDi 130ch S&S Active Pack,28 990 €
PEUGEOT,308,2019,Diesel,Automatique,1.5 BlueHDi 130ch S&S Active Business EAT6,15 999 €
RENAULT,Zoe,2020,Electrique,Automatique,Intens charge normale R110 4cv (Location Batterie),20 990 €
RENAULT,Kangoo,2021,Diesel,Manuelle,1.5 Blue dCi 95ch Zen,23 390 €
BMW,Serie 3 Touring,2021,DieselM,Automatique,320dA MH 190ch M Sport,45 890 €
RENAULT,Twingo,2019,Essence,Manuelle,1.0 SCe 65ch Life - 21MY,10 900 €
FORD,Kuga,2018,Diesel,Automatique,1.5 TDCi 120ch Stop&Start Titanium Business 4x2 Powershift,20 790 €
VOLKSWAGEN,Taigo,2022,Essence,Automatique,1.0 TSI 110ch Style DSG7,29 500 €
TOYOTA,Corolla,2021,Hybride,Automatique,122h Active MY21,24 490 €
OPEL,Corsa,2021,Essence,Manuelle,1.2 Turbo 100ch Edition,16 490 €
AUDI,A3 Sportback,2018,Diesel,Automatique,30 TDI 116ch S tronic 7 Euro6d-T,20 990 €
VOLVO,Xc40,2019,Diesel,Automatique,D4 AdBlue AWD 190ch Inscription Geartronic 8,37 990 €
RENAULT,Clio,2018,Diesel,Manuelle,1.5 dCi 75ch energy Business 5p Euro6c,12 990 €
MINI,Mini,2021,Essence,Automatique,Cooper 136ch Essential BVA7,33 990 €
RENAULT,Kadjar,2020,Diesel,Manuelle,1.5 Blue dCi 115ch Business 131g,20 480 €
PORSCHE,718 Cayman,2020,Essence,Manuelle,4.0 420ch GT4,139 900 €
TOYOTA,Yaris,2021,Hybride,Automatique,116h France import 5p,22 890 €
CITROEN,C3,2021,Essence,Manuelle,1.2 PureTech 83ch S&S Feel 122g,13 989 €
PEUGEOT,2008,2021,Essence,Automatique,1.2 PureTech 130ch S&S Allure Pack EAT8,28 990 €
PEUGEOT,Partner,2018,Diesel,Manuelle,Standard 1.6 BlueHDi 100ch S&S Premium Pack,16 900 €
FORD,B-Max,2015,Diesel,Manuelle,1.6 TDCi 95ch FAP Edition,8 490 €
BMW,X4,2021,DieselM,Automatique,xDrive20d 190ch M Sport,63 990 €
MERCEDES,Classe E,2016,Diesel,Automatique,220 d 194ch Business Executive 9G-Tronic,30 890 €
RENAULT,Kadjar,2021,Diesel,Manuelle,INTENS BLUE DCI 115 21,23 590 €
CITROEN,C3,2019,Essence,Manuelle,PureTech 82ch Feel Business S&S E6.d-TEMP,14 990 €
PEUGEOT,2008,2016,Essence,Manuelle,1.2 PureTech 130ch GT Line S&S,15 400 €
PEUGEOT,2008,2022,Diesel,Automatique,1.5 BlueHDi 130ch S&S Allure Pack EAT8,29 490 €
PEUGEOT,2008,2019,Essence,Manuelle,1.2 PureTech 110ch E6.c Signature S&S 5cv,17 290 €
RENAULT,Kadjar,2021,Diesel,Automatique,1.5 Blue dCi 115ch Intens EDC,24 480 €
PEUGEOT,2008,2022,Electrique,Automatique,e-2008 136ch GT Pack,41 990 €
CITROEN,C4 Cactus,2018,Diesel,Manuelle,BlueHDi 100 Shine,14 490 €
RENAULT,Kangoo Express,2015,Diesel,Manuelle,1.5 dCi 90 Energy Confort FT,10 590 €
PEUGEOT,2008,2021,Essence,Manuelle,1.2 PureTech 130ch S&S Allure Pack,27 900 €
MERCEDES,Classe E,2018,Diesel,Automatique,350 d 258ch Sportline 4Matic 9G-Tronic,46 990 €
BMW,Serie 4 Gran Coupe,2017,Diesel,Automatique,418dA 150ch Luxury,29 900 €
PEUGEOT,2008,2019,Essence,Automatique,1.2 PureTech 110ch E6.c GT Line S&S EAT6,18 290 €
NISSAN,Nv300,2021,Diesel,Manuelle,L2H1 3t0 2.0 dCi 120ch Optima,25 480 €
DACIA,Lodgy,2022,Diesel,Manuelle,1.5 Blue dCi 115ch Stepway 7 places E6D-Full,22 882 €
CITROEN,C3,2021,Essence,Manuelle,1.2 PureTech 83ch S&S Feel Pack,16 990 €
PEUGEOT,2008,2020,Essence,Manuelle,1.2 PureTech 130ch S&S Allure 7cv,23 990 €
PEUGEOT,208,2021,Essence,Manuelle,1.2 PureTech 100ch S&S Allure Pack,20 900 €
MERCEDES,Sprinter,2015,Diesel,Manuelle,513 CDI 43P 3T5,28 990 €
RENAULT,Megane,2021,Diesel,Manuelle,1.5 Blue dCi 115ch Intens -21N,23 980 €
MERCEDES,Classe C Break,2016,Diesel,Automatique,180 d Sportline 7G-Tronic Plus,20 490 €
PEUGEOT,508,2021,Diesel,Automatique,BlueHDi 130ch S&S Allure Pack EAT8,32 999 €
KIA,Niro,2020,Hybride,Automatique,1.6 GDi 105ch ISG + électrique 43.5ch Design DCT6,25 990 €
DS,Ds 7 Crossback,2021,Diesel,Automatique,BlueHDi 130ch Rivoli Automatique,36 990 €
JAGUAR,E-Pace,2018,Diesel,Automatique,2.0D 180ch R-Dynamic HSE AWD BVA9,34 990 €
RENAULT,Espace,2021,Diesel,Automatique,2.0 Blue dCi 160ch Intens EDC,38 990 €
SUZUKI,Swift,2021,EssenceM,Manuelle,1.4 Boosterjet Hybrid 129ch Sport,19 950 €
RENAULT,Scenic,2018,Diesel,Manuelle,1.5 dCi 110ch energy Business,16 490 €
CITROEN,C3 Aircross,2019,Essence,Automatique,PureTech 110ch S&S Shine EAT6 E6.d-TEMP 114g,17 480 €
RENAULT,Kadjar,2020,Diesel,Manuelle,1.5 Blue dCi 115ch Business - 21,20 950 €
RENAULT,Kadjar,2021,Essence,Manuelle,1.3 TCe 140ch FAP Intens - 21,23 590 €
PEUGEOT,3008,2022,Diesel,Automatique,1.5 BlueHDi 130ch S&S Allure Pack EAT8,37 900 €
DACIA,Sandero,2019,Essence,Manuelle,0.9 TCe 90ch Stepway - 20,13 680 €
PEUGEOT,208,2021,Essence,Manuelle,1.2 PureTech 100ch S&S Active Business,17 499 €
SUZUKI,Swift,2020,Essence,,1.2 Dualjet Hybrid Privilège,17 280 €
PEUGEOT,208,2019,Essence,Manuelle,1.2 PureTech 82ch E6.c Signature 5p,12 900 €
RENAULT,Clio,2020,Diesel,Manuelle,1.5 Blue dCi 85ch Business,16 490 €
PEUGEOT,208,2016,Diesel,Manuelle,1.6 BlueHDi 75ch Pack Clim 5p,10 990 €
PEUGEOT,2008,2019,Essence,Manuelle,1.2 PureTech 82ch E6.c Allure,16 990 €
AUDI,A4 Avant,2018,Essence,Automatique,2.0 TFSI 190ch ultra S tronic 7,32 980 €
OPEL,Corsa,2020,Diesel,Manuelle,1.5 D 100ch Elegance,16 892 €
RENAULT,Twingo,2018,Essence,Manuelle,1.0 SCe 70ch Limited Euro6c,10 990 €
VOLKSWAGEN,Taigo,2022,Essence,Automatique,1.0 TSI 110ch R-Line DSG7,28 999 €
PEUGEOT,3008,2021,Diesel,Automatique,1.5 BlueHDi 130ch S&S GT Pack EAT8,39 680 €
VOLKSWAGEN,Tiguan Allspace,2019,Diesel,Automatique,2.0 TDI 150ch Carat Exclusive DSG7 Euro6d-T,36 390 €
RENAULT,Megane,2021,Diesel,Manuelle,1.5 Blue dCi 115ch Intens,21 490 €
VOLKSWAGEN,Polo,2022,Essence,Manuelle,1.0 TSI 95ch Style,23 999 €
KIA,Ceed Sw,2021,DieselM,Manuelle,1.6 CRDI 136ch MHEV Active iBVM6,22 799 €
LAND-ROVER,Discovery Sport,2021,HybrideR,Automatique,P300e R-Dynamic SE AWD BVA Mark VI,67 990 €
RENAULT,Scenic,2016,Diesel,Manuelle,1.5 dCi 95ch energy Life,13 990 €
PEUGEOT,208,2020,Essence,Automatique,1.2 PureTech 130ch S&S GT Line EAT8 7cv,26 490 €
PEUGEOT,308 Sw,2015,Diesel,Automatique,1.6 BlueHDi 120ch Allure S&S EAT6,10 890 €
RENAULT,Kadjar,2019,Diesel,Manuelle,1.5 Blue dCi 115ch Intens,22 690 €
RENAULT,Scenic,2021,Essence,Manuelle,1.3 TCe 140ch FAP Limited - 21,23 490 €
BMW,Serie 1,2021,Essence,Automatique,118iA 136ch M Sport DKG7,32 990 €
PEUGEOT,2008,2019,Essence,Manuelle,1.2 PureTech 130ch E6.c GT Line S&S,17 990 €
RENAULT,Clio,2020,Essence,Manuelle,1.0 SCe 75ch Zen,14 799 €
RENAULT,Clio,2019,Diesel,Manuelle,1.5 Blue dCi 85ch Business,14 990 €
VOLKSWAGEN,Golf,2019,Essence,Automatique,2.0 TSI 245ch GTI Performance DSG7 Euro6d-T 5p,28 690 €
FORD,Kuga,2020,DieselM,Manuelle,2.0 EcoBlue 150ch mHEV ST-Line,25 699 €
OPEL,Corsa,2018,Essence,Manuelle,1.4 90ch Edition Start/Stop 5p,12 290 €
VOLKSWAGEN,Polo,2019,Essence,Automatique,2.0 TSI 200ch GTI DSG6 Euro6d-T,25 490 €
OPEL,Combo Life,2021,Diesel,Manuelle,L1H1 1.5 D 100ch Edition BVM6,25 280 €
ALFA ROMEO,Stelvio,2018,Essence,Automatique,2.0T 280ch Lusso Q4 AT8,29 900 €
RENAULT,Clio,2017,Diesel,Manuelle,1.5 dCi 75ch energy Business 5p,11 790 €
FORD,Fiesta,2019,Diesel,Manuelle,1.5 TDCi 85 ch S&S BVM6 Cool & Connect,13 479 €
SEAT,Arona,2019,Essence,Manuelle,1.0 EcoTSI 95ch Start/Stop Urban Euro6d-T,15 990 €
FORD,Ecosport,2019,Essence,Manuelle,1.0 EcoBoost 100ch Titanium Euro6.2,16 989 €
VOLKSWAGEN,Golf,2018,Essence,Automatique,2.0 TSI 245ch GTI Performance DSG7 5p,29 990 €
RENAULT,Kangoo Express,2017,Diesel,Manuelle,1.5 dCi 90ch energy Confort Euro6,12 990 €
SEAT,Leon St,2019,Essence,Automatique,1.5 TSI 150ch ACT Xcellence DSG7,25 190 €
MERCEDES,Glc,2022,HybrideR,Automatique,300 e 211+122ch AMG Line 4Matic 9G-Tronic Euro6d-T-EVAP-ISC,73 900 €
RENAULT,Talisman,2019,Diesel,Automatique,2.0 Blue dCi 200ch Initiale Paris EDC,25 990 €
CITROEN,C4 Cactus,2020,Essence,Automatique,PureTech 130ch S&S Shine EAT6 E6.d 7cv,22 998 €
PEUGEOT,208,2019,Essence,Manuelle,1.2 PureTech 82ch Tech Edition 5p,14 999 €
FORD,Fiesta,2015,Essence,Manuelle,1.0 EcoBoost 125ch Stop&Start Titanium 5p,11 490 €
PEUGEOT,308,2019,Diesel,Manuelle,1.5 BlueHDi 130ch S&S Active Business,16 990 €
BMW,X3,2019,Diesel,Automatique,xDrive20dA 190ch M Sport Euro6d-T,47 900 €
RENAULT,Scenic,2018,Diesel,Automatique,1.5 dCi 110ch energy Limited EDC,17 890 €
DS,Ds 3,2017,Diesel,Manuelle,BlueHDi 100ch Drive Efficiency Be Chic S&S,13 780 €
PEUGEOT,508 Sw,2021,HybrideR,Automatique,HYBRID4 360ch e-EAT8 PEUGEOT SPORT ENGINEERED,59 900 €
CITROEN,C5 Aircross,2022,Diesel,Automatique,BlueHDi 130ch S&S Shine EAT8,34 999 €
CITROEN,Berlingo Van,2021,Diesel,Manuelle,M 650kg BlueHDi 100 S&S Club BVM5,18 480 €
RENAULT,Talisman Estate,2016,Diesel,Manuelle,1.6 dCi 130ch energy Intens,14 490 €
RENAULT,Clio,2021,Essence,Manuelle,1.0 TCe 90ch Limited -21N,18 990 €
VOLKSWAGEN,T-Roc,2022,Essence,Manuelle,1.5 TSI EVO 150ch Lounge S&S,30 990 €
DACIA,Duster,2022,Diesel,Manuelle,1.5 Blue dCi 115ch Extreme 4x2,23 090 €
CITROEN,C4 Cactus,2019,Essence,Manuelle,PureTech 110ch S&S Shine E6.d,16 490 €
PEUGEOT,3008,2021,Essence,Automatique,1.2 PureTech 130ch S&S GT Pack EAT8,40 479 €
PEUGEOT,108,2015,Essence,Manuelle,1.0 VTi Access 3p,7 890 €
RENAULT,Clio,2021,Essence,Manuelle,1.0 TCe 90ch Intens -21N,20 990 €
VOLVO,Xc40,2019,Diesel,Automatique,D4 AdBlue AWD 190ch R-Design Geartronic 8,35 900 €
PEUGEOT,108,2019,Essence,Manuelle,VTi 72 Collection S&S 85g 5p,12 999 €
RENAULT,Clio,2016,Diesel,Manuelle,1.5 dCi 75ch energy Air,9 999 €
PEUGEOT,208,2020,Diesel,Manuelle,1.5 BlueHDi 100ch S&S Active,10 992 €
OPEL,Crossland X,2021,Diesel,Manuelle,1.5 D 110ch Elegance Business,19 780 €
LAND-ROVER,Discovery Sport,2019,Diesel,Automatique,2.0 TD4 150ch Executive AWD BVA Mark IV,37 900 €
PEUGEOT,508,2021,Diesel,Automatique,BlueHDi 130ch S&S Allure Pack EAT8,32 990 €
PEUGEOT,208,2022,Diesel,Manuelle,1.5 BlueHDi 100ch S&S Roadtrip,24 199 €
RENAULT,Kadjar,2020,Diesel,Manuelle,1.5 Blue dCi 115ch Business 112g,20 990 €
LEXUS,Rx,2021,Hybride,Automatique,450h 4WD F SPORT Executive MC19,68 980 €
RENAULT,Clio,2021,Essence,Manuelle,1.0 TCe 90ch Intens -21N,19 980 €
PEUGEOT,308,2019,Diesel,Manuelle,1.5 BlueHDi 100ch E6.c S&S Active Business,15 979 €
RENAULT,Clio,2021,Essence,Manuelle,1.0 TCe 90ch RS Line X-TRONIC,23 980 €
RENAULT,Twingo,2020,Essence,Manuelle,1.0 SCe 75ch Zen - 20,11 380 €
VOLKSWAGEN,Golf,2021,HybrideR,Automatique,1.4 eHybrid OPF 204ch Style DSG6,40 999 €
PEUGEOT,3008,2020,Diesel,Manuelle,1.5 BlueHDi 130ch E6.c Allure Business S&S 7cv,26 999 €
PEUGEOT,308,2022,Essence,Manuelle,1.2 PureTech 130ch S&S Allure Pack,28 890 €
OPEL,Astra Sports Tourer,2017,Diesel,Manuelle,1.6 D 110ch Business Edition,14 990 €
MERCEDES,Classe A,2022,Diesel,Automatique,200 d 150ch AMG Line 8G-DCT,42 990 €
RENAULT,Megane,2021,Diesel,Automatique,1.5 Blue dCi 115ch Intens EDC,21 950 €
BMW,Serie 4 Coupe,2021,DieselM,Automatique,430dA xDrive 286ch M Sport,66 900 €
CITROEN,C5 Aircross,2021,Diesel,Automatique,BlueHDi 130ch S&S Shine Pack EAT8 E6.d-TEMP,34 890 €
CITROEN,C3,2018,Essence,Manuelle,PureTech 82ch Graphic,12 990 €
RENAULT,Kadjar,2018,Diesel,Manuelle,1.5 dCi 110ch energy Business eco²,16 990 €
RENAULT,Clio,2019,Diesel,Manuelle,1.5 dCi 90ch energy Air MédiaNav E6C,10 990 €
CITROEN,C4,2017,Diesel,,CACTUS C4 Cactus BlueHDi 100 Shine,12 990 €
PEUGEOT,2008,2021,Diesel,Automatique,1.5 BlueHDi 130ch S&S Allure Pack EAT8,28 490 €
PEUGEOT,208,2019,Essence,Manuelle,1.2 PureTech 75ch S&S Like,11 890 €
AUDI,A4 Avant,2022,DieselM,Automatique,35 TDI 163ch S Edition S tronic 7 9cv,56 500 €
BMW,Serie 1,2018,Diesel,Manuelle,116d 116ch Business Design 5p Euro6c,18 990 €
PEUGEOT,508 Sw,2020,Diesel,Automatique,BlueHDi 130ch S&S Allure EAT8 7cv,28 990 €
MERCEDES,Classe C Break,2021,Diesel,Automatique,220 d 194ch AMG Line 9G-Tronic,47 980 €
RENAULT,Twingo,2020,Electrique,Automatique,Electric Intens R80 Achat Intégral,18 990 €
RENAULT,Grand Scenic,2019,Diesel,Manuelle,1.7 Blue dCi 120ch Business 7 places,17 990 €
PEUGEOT,Traveller,2022,Electrique,Automatique,Electrique 136ch (100kW) batterie 75kWh Standard Active 8 Places,67 999 €
PEUGEOT,208,2021,Diesel,Manuelle,1.5 BlueHDi 100ch S&S Active,16 299 €
RENAULT,Scenic,2019,Diesel,Manuelle,1.7 Blue dCi 120ch Zen,16 490 €
PEUGEOT,2008,2021,Essence,Automatique,1.2 PureTech 130ch S&S Roadtrip EAT8,29 990 €
CITROEN,C3,2022,Essence,Automatique,1.2 PureTech 110ch S&S Shine Pack EAT6,22 990 €
CITROEN,Ds 3,2013,Essence,Manuelle,1.6 VTi So Chic,9 480 €
OPEL,Mokka,2016,Diesel,Manuelle,1.6 CDTI 136ch Color Edition ecoFLEX Start&Stop 4x2,14 999 €
PEUGEOT,2008,2019,Essence,Manuelle,1.2 PureTech 82ch E6.c Active S&S,16 290 €
KIA,Carens,2018,Diesel,Manuelle,1.7 CRDi 141ch ISG Active 7pl,19 990 €
RENAULT,Captur,2020,Diesel,Automatique,1.5 Blue dCi 115ch Intens EDC,22 490 €
PEUGEOT,208,2017,Essence,Manuelle,1.2 PureTech 110ch Allure S&S 5p,11 990 €
TOYOTA,Corolla,2019,Hybride,Automatique,122h Dynamic Business MY19,21 990 €
RENAULT,Arkana,2022,EssenceM,Automatique,1.3 TCe 140ch FAP Intens EDC -21B,29 990 €
PEUGEOT,208,2020,Essence,Automatique,1.2 PureTech 100ch S&S Allure EAT8,23 499 €
RENAULT,Kadjar,2021,Diesel,Manuelle,1.5 Blue dCi 115ch Business - 21,22 480 €
AUDI,A4 Avant,2018,Diesel,Automatique,2.0 TDI 190ch Design Luxe S tronic 7,29 413 €
VOLKSWAGEN,T-Roc Cabriolet,2022,Essence,Automatique,1.5 TSI EVO 150ch R-Line DSG7,40 990 €
RENAULT,Captur,2019,Essence,Manuelle,0.9 TCe 90ch energy Intens Euro6c,15 999 €
CUPRA,Formentor,2021,Diesel,Manuelle,2.0 TDI 150ch V,33 990 €
RENAULT,Twingo,2018,Essence,Automatique,1.0 SCe 70ch Limited EDC Euro6C,11 490 €
PEUGEOT,308,2018,Diesel,Manuelle,1.5 BlueHDi 130ch S&S Allure,14 490 €
PEUGEOT,2008,2019,Essence,Manuelle,1.2 PureTech 82ch E6.c Active S&S,15 990 €
RENAULT,Megane,2019,Diesel,Automatique,1.5 Blue dCi 115ch Business EDC,17 390 €
DS,Ds 3 Crossback,2021,Diesel,Automatique,BlueHDi 130ch Rivoli Automatique,31 690 €
MERCEDES,Classe A,2022,Essence,Automatique,200 163ch AMG Line 7G-DCT 9cv,39 490 €
RENAULT,Captur,2019,Essence,Manuelle,0.9 TCe 90ch Zen - 19,16 790 €
DACIA,Sandero,2018,Essence,Manuelle,0.9 TCe 90ch Advance,12 290 €
BMW,Serie 7,2020,HybrideR,Automatique,745LeA xDrive 394ch Exclusive,88 900 €
OPEL,Mokka,2021,Essence,Manuelle,1.2 Turbo 100ch Elegance,21 999 €
PEUGEOT,3008,2019,Essence,Automatique,1.2 PureTech 130ch E6.c Allure Business S&S EAT8,26 990 €
CITROEN,C3,2019,Essence,Manuelle,PureTech 82ch Feel S&S E6.d-TEMP,13 580 €
CITROEN,C4 Picasso,2017,Diesel,Manuelle,BlueHDi 120ch Shine S&S,18 490 €
OPEL,Grandland X,2021,Diesel,Manuelle,1.5 D 130ch Design & Tech,25 479 €
MAZDA,Cx-30,2021,EssenceM,Manuelle,2.0 e-SKYACTIV-G M-Hybrid 122ch Style 2021,28 970 €
VOLVO,Xc60,2021,Diesel,Automatique,D4 AdBlue 190ch R-Design Geartronic,51 980 €
NISSAN,Micra,2018,Essence,Manuelle,0.9 IG-T 90ch N-Connecta 2018 Euro6c,13 390 €
NISSAN,Micra,2022,Essence,Manuelle,1.0 IG-T 92ch Made in France 2021,17 990 €
CITROEN,C3,2017,Diesel,Manuelle,1.6 BlueHDi 75ch S&S Feel Nav,8 799 €
BMW,Serie 2 Gran Coupe,2021,Diesel,Automatique,220dA 190ch M Sport,42 699 €
PEUGEOT,208,2022,Diesel,Manuelle,1.5 BlueHDi 100ch S&S Style,20 490 €
RENAULT,Captur,2020,Diesel,Manuelle,1.5 Blue dCi 95ch Business,17 980 €
CITROEN,C3,2020,Essence,Manuelle,PureTech 82ch Shine S&S E6.d,16 990 €
NISSAN,Micra,2019,Essence,Manuelle,0.9 IG-T 90ch Acenta,12 990 €
CITROEN,C3,2021,Diesel,Manuelle,BlueHDi 100ch Feel S&S E6.d-TEMP BVM5,14 490 €
VOLKSWAGEN,Tiguan Allspace,2022,Diesel,Automatique,2.0 TDI 150ch Elegance Exclusive DSG7,47 990 €
PEUGEOT,508,2022,HybrideR,Automatique,HYBRID 225ch GT e-EAT8,44 990 €
RENAULT,Scenic,2019,Diesel,Manuelle,1.7 Blue dCi 120ch Life,21 990 €
SEAT,Arona,2020,Diesel,Automatique,1.6 TDI 95ch Start/Stop Xcellence DSG Euro6dT,18 990 €
PEUGEOT,208,2020,Essence,Manuelle,1.2 PureTech 100ch S&S Active Business,17 199 €
